TIMESTAMP,PD3,PD6,STAR_TRACKER_STATE,HD_CAMERA_STATE,OPTICAL_RX_STATE
2020-11-15 00:34:04,0.594919,0.00264208,1,1,1
2020-11-15 00:34:09,0.570288,0.00264208,1,1,1
2020-11-15 00:34:14,0.546041,0.00264208,1,1,1
2020-11-15 00:34:19,0.522146,0.00264208,1,1,1
2020-11-15 00:34:24,0.486903,0.00528418,1,1,1
2020-11-15 00:34:29,0.373695,0.00264208,1,1,1
2020-11-15 00:34:34,0.241426,0.00528418,1,1,1
2020-11-15 00:34:39,0.204518,0.00528418,1,1,1
2020-11-15 00:34:44,0.222934,0.00528418,1,1,1
2020-11-15 00:34:49,0.262664,0.00792631,1,1,1
2020-11-15 00:34:54,0.284024,0.00528418,1,1,1
2020-11-15 00:34:59,0.134085,0.00792631,1,1,1
2020-11-15 00:35:04,0.0746234,0.00792631,1,1,1
2020-11-15 00:35:09,0.0926826,0.00792631,1,1,1
2020-11-15 00:35:14,0.0952648,0.00792631,1,1,1
2020-11-15 00:35:24,0.0797804,0.0105685,1,1,1
2020-11-15 00:35:29,0.0643151,0.00792631,1,1,1
2020-11-15 00:35:34,0.0462915,0.00792631,1,1,1
2020-11-15 00:35:39,0.0205681,0.00792631,1,1,1
2020-11-15 00:35:44,0.0154256,0.00792631,1,1,1
2020-11-15 00:35:49,0.00771257,0.0105685,1,1,1
2020-11-15 00:35:54,0.00771257,0.00792631,1,1,1
2020-11-15 00:35:59,0.0102835,0.00792631,1,1,1
2020-11-15 00:36:04,0.00257083,0.0105685,1,1,1
2020-11-15 00:36:09,0.00514169,0.0105685,1,1,1
2020-11-15 00:36:14,0.00257083,0.00792631,1,1,1
2020-11-15 00:36:44,0.00514169,0.00792631,1,1,1
2020-11-15 00:37:14,0.0102835,0.0105685,1,1,1
2020-11-15 00:37:29,0.0128545,0.00792631,1,1,1
2020-11-15 00:37:44,0.0154256,0.0132108,1,1,1
2020-11-15 00:37:49,0.0179968,0.0105685,1,1,1
2020-11-15 00:37:59,0.0231396,0.00792631,1,1,1
2020-11-15 00:38:09,0.0257112,0.00792631,1,1,1
2020-11-15 00:38:19,0.0257112,0.0105685,1,1,1
